,Artist Name,Track Name,ms Played,Listen Count,Key,Tempo,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Liked
7549,Bring Me The Horizon,Can You Feel My Heart - Remix,197412,1,9,139.942,0.576,0.88,-3.678,0.0507,0.00675,0.473,0.836,False
7550,Phoebe Bridgers,Motion Sickness,229760,4,1,107.019,0.652,0.545,-9.021,0.0358,0.774,0.0847,0.626,False
7551,Carrie Underwood,Before He Cheats,199946,4,6,147.905,0.519,0.749,-3.318,0.0405,0.271,0.119,0.29,False
7552,Matt and Kim,Block After Block,176400,5,1,101.989,0.686,0.849,-4.931,0.0365,0.00111,0.299,0.518,False
7553,Picturesque,Day by Day,220440,2,6,173.891,0.201,0.536,-7.144,0.0382,0.354,0.0842,0.179,False
7554,8 Graves,Hang,215330,3,8,81.011,0.714,0.856,-4.998,0.0608,0.0571,0.164,0.742,False
7555,Pain of Salvation,Sisters,375000,4,2,77.743,0.469,0.39,-9.456,0.0319,0.707,0.251,0.217,False
7556,Deaf Havana,Boston Square,213907,1,2,138.984,0.555,0.93,-2.455,0.0315,0.0039,0.17,0.626,False
7557,of Montreal,Chrissy Kiss The Corpse,152870,1,0,166.931,0.59,0.94,-3.692,0.0697,0.151,0.0625,0.953,False
7558,The Strokes,"Call It Fate, Call It Karma",204773,2,4,109.437,0.544,0.241,-14.779,0.03,0.983,0.101,0.359,False
7559,Blood Command,You Can't Sit with Us,180610,11,2,175.052,0.369,0.965,-3.867,0.119,2.54e-05,0.572,0.203,False
7560,Jeremy Soule,Silence Unbroken,141845,2,0,67.413,0.203,0.109,-32.063,0.048,0.639,0.11,0.0389,False
7561,Theia,Treat You,223416,1,0,105.941,0.736,0.501,-8.226,0.0389,0.541,0.144,0.617,False
7562,Dream on Dreamer,Don't Lose Your Heart,330720,10,8,160.058,0.345,0.853,-5.356,0.0716,0.218,0.0821,0.113,False
7563,Lilly Wood and The Prick,Prayer in C,190653,1,9,94.015,0.708,0.24,-9.244,0.0339,0.514,0.107,0.102,False
7564,Three Days Grace,The Mountain,198360,8,10,92.497,0.492,0.932,-4.689,0.052,0.000572,0.123,0.33,False
7565,Nerv,Enough,216647,6,3,91.915,0.182,0.94,-2.18,0.0872,0.000211,0.117,0.234,False
7566,Set to Stun,Alyson Trips (Zzz...!!!),244545,1,0,132.112,0.462,0.709,-5.515,0.0388,0.107,0.356,0.684,False
7567,Marina,Strangelove,225251,9,0,119.227,0.606,0.943,-3.339,0.0544,0.000386,0.189,0.721,False
7568,Madison Beer,Melodies,212520,5,6,178.287,0.477,0.919,-2.695,0.218,0.0501,0.539,0.569,False
7569,Paramore,All I Wanted,225786,3,6,144.036,0.494,0.723,-4.559,0.0441,0.0192,0.134,0.152,False
7570,TOOL,The Grudge,515080,7,2,96.045,0.423,0.795,-7.408,0.0374,0.000162,0.269,0.307,False
7571,VUKOVI,Gutless,161351,5,11,185.095,0.374,0.92,-4.598,0.0914,0.00291,0.363,0.648,False
7572,Noah Guthrie,Just The Way You Are,246862,1,7,178.523,0.375,0.229,-12.302,0.0517,0.744,0.103,0.279,False
7573,Hurt,Falls Apart,194694,5,8,146.021,0.507,0.684,-6.23,0.0506,0.00665,0.115,0.371,False
7574,Daulton Hopkins,I Melt with You,2770,5,4,118.061,0.663,0.26,-11.577,0.0312,0.84,0.111,0.32,False
7575,Grace George,Heaven - Acoustic,188181,1,0,131.266,0.529,0.24,-9.066,0.037,0.938,0.0659,0.487,False
7576,Eve 6,Pick Up the Pieces,221906,1,10,91.997,0.539,0.865,-4.822,0.0315,0.00402,0.181,0.464,False
7577,Evereal,When You're Gone,495514,16,4,109.971,0.377,0.867,-6.218,0.059,0.0136,0.598,0.193,False
7578,Grouplove,Spun,205613,2,7,155.018,0.424,0.851,-6.143,0.0385,0.00262,0.232,0.397,False
7579,PVRIS,Snakes (from the series Arcane League of Legends),161376,7,1,157.86,0.426,0.842,-6.238,0.236,0.000397,0.379,0.366,False
7580,Forever Still,Is It Gone?,242854,11,11,75.975,0.436,0.569,-4.627,0.0312,0.0343,0.385,0.189,False
7581,Kaiyko,Killer on the Drive Home,161142,1,9,140.011,0.614,0.704,-5.878,0.0533,0.0422,0.136,0.383,False
7582,Air Supply,Without You,0,1,5,128.618,0.371,0.509,-6.426,0.0302,0.123,0.381,0.291,False
7583,Jasmine Thompson,Will Follow You Into the Dark,204091,4,0,139.606,0.54,0.234,-10.939,0.0327,0.926,0.125,0.314,False
7584,Dunderbeist,Brenn Inne (Syng),237000,1,7,129.916,0.41,0.72,-5.994,0.0397,3.24e-05,0.196,0.589,False
7585,Kali Uchis,telepatía,160191,1,11,83.97,0.653,0.524,-9.016,0.0502,0.112,0.203,0.553,False
7586,Polyphia,Look But Don't Touch,218756,1,11,149.94,0.501,0.706,-5.684,0.0563,0.00845,0.149,0.398,False
7587,MISSIO,I Don't Even Care About You,215413,4,11,145.056,0.539,0.704,-6.861,0.045,0.000708,0.0782,0.185,False
7588,Of Monsters and Men,Little Talks,266600,3,1,102.878,0.445,0.757,-5.177,0.0322,0.0206,0.146,0.421,False
7589,As Everything Unfolds,Stranger in the Mirror,196371,7,1,173.095,0.412,0.973,-4.658,0.0863,0.000222,0.281,0.173,False
7590,The Decemberists,Make You Better,13167,10,2,119.313,0.423,0.874,-4.8,0.0399,0.143,0.127,0.305,False
7591,New Radicals,You Get What You Give,300773,8,2,113.967,0.621,0.901,-5.396,0.0302,0.17,0.0875,0.744,False
7592,Dami Im,Sound of Silence,195453,1,4,135.56,0.523,0.818,-4.062,0.071,0.344,0.098,0.32,False
7593,Gardiner Sisters,Ocean Eyes,198503,17,4,96.569,0.447,0.162,-13.034,0.0343,0.971,0.083,0.407,False
7594,Jon Brion,"Phone Call - From ""Eternal Sunshine of the Spotless Mind""/Score",62600,1,1,126.252,0.498,0.377,-19.858,0.0474,0.982,0.107,0.545,False
7595,Bishop Briggs,CHAMPION,173120,8,8,97.971,0.612,0.701,-3.615,0.0339,0.0148,0.186,0.354,False
7596,Handsome Ghost,Not The One For You,189126,1,7,182.066,0.423,0.447,-9.91,0.0598,0.627,0.115,0.267,False
7597,Dirty Honey,Fire Away,285288,10,11,163.928,0.474,0.867,-7.343,0.0692,0.000642,0.178,0.264,True
7598,Wildways,Havana,225000,1,8,194.03,0.356,0.97,-4.614,0.157,0.0003,0.127,0.311,False
7599,Haruka Tomatsu,Resolution TVサイズver.,90040,1,7,97.505,0.514,0.979,-1.325,0.0788,0.122,0.348,0.759,False
7600,HELLYEAH,Hush,233157,19,9,93.03,0.554,0.935,-3.621,0.0396,0.0293,0.163,0.507,False
7601,Halsey,Colors,249499,9,1,100.02,0.512,0.812,-4.809,0.0617,0.0534,0.092,0.521,False
7602,Relentless 3,Line in the Sand,277733,9,10,125.039,0.526,0.955,-4.837,0.099,3.89e-05,0.0384,0.195,False
7603,Our Last Night,White Tiger,203224,2,9,162.049,0.436,0.915,-3.929,0.0562,8.55e-05,0.348,0.421,False
7604,Violet Orlandi,Change,304000,2,2,119.745,0.44,0.338,-9.58,0.0324,0.14,0.215,0.0613,False
7605,Leaves' Eyes,Night of the Ravens,273385,1,7,139.967,0.493,0.933,-3.349,0.0952,0.00906,0.157,0.308,False
7606,Cast of Zoey’s Extraordinary Playlist,Say Something,135935,1,2,99.785,0.563,0.19,-8.557,0.0327,0.645,0.0917,0.238,False
7607,Nicolas Rage,Dirty Talk,160701,1,0,151.728,0.417,0.955,-3.71,0.113,0.000239,0.365,0.462,False
7608,Green Day,Boulevard of Broken Dreams,262333,4,8,167.06,0.496,0.682,-4.095,0.0294,0.00552,0.0589,0.474,False
7609,The White Stripes,We're Going to Be Friends,140178,1,7,97.009,0.534,0.441,-5.752,0.0303,0.661,0.0934,0.439,False
7610,Stitched Up Heart,Turn You On,260453,5,9,149.966,0.489,0.944,-4.015,0.082,0.0016,0.0599,0.171,False
7611,Jaymes Young,Dark Star,237021,4,5,170.893,0.38,0.533,-11.727,0.238,0.226,0.119,0.522,False
7612,Sugar Ray,Answer The Phone,238693,4,8,141.628,0.484,0.855,-7.356,0.041,0.00042,0.0792,0.231,False
7613,Sara Bareilles,She Used To Be Mine,250266,4,5,81.05,0.397,0.303,-7.508,0.0435,0.381,0.101,0.172,False
7614,Pearl Jam,The Fixer,177560,2,11,152.24,0.515,0.934,-5.079,0.0371,7.94e-05,0.327,0.894,False
7615,The 1975,Sex - EP Version,206133,1,2,148.287,0.35,0.964,-4.049,0.0855,2.2e-05,0.276,0.12,False
7616,Halsey,Eyes Closed,202438,4,1,129.966,0.581,0.684,-4.962,0.0429,0.0179,0.0849,0.0397,False
7617,Too Close To Touch,Chasing Highs,215157,5,5,84.009,0.637,0.7,-4.615,0.0384,0.142,0.439,0.391,False
7618,Broken Bells,The High Road,232200,5,0,79.955,0.61,0.638,-6.574,0.0238,0.0672,0.283,0.603,False
7619,Zoe Muth,The Last Bus,719447,2,10,105.046,0.698,0.357,-9.765,0.0259,0.573,0.115,0.232,False
7620,Dido,Give You Up,201533,2,5,133.841,0.646,0.431,-6.759,0.0477,0.663,0.117,0.13,False
7621,Sundara Karma,Flame,226394,3,7,100.032,0.528,0.858,-4.536,0.0493,0.00118,0.282,0.219,False
7622,Finger Eleven,Stay And Drown,263106,3,1,139.978,0.449,0.803,-6.296,0.0606,0.000255,0.956,0.282,False
7623,tiLLie,Save Yourself,190880,3,1,147.852,0.649,0.706,-7.118,0.0801,0.00876,0.0747,0.506,False
7624,Tokyo Police Club,Beaches,200544,7,4,121.997,0.657,0.897,-3.333,0.029,5.37e-05,0.0956,0.727,False
7625,Toad The Wet Sprocket,Fall Down,11122,3,0,151.969,0.473,0.856,-6.881,0.0326,0.146,0.175,0.774,False
7626,Tones And I,Ur So F**kInG cOoL,172746,2,11,78.967,0.816,0.677,-4.067,0.19,0.357,0.165,0.533,False
7627,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",151480,1,7,75.02,0.257,0.109,-21.356,0.0597,0.9,0.0762,0.307,False
7628,Adele,When We Were Young,3274,2,3,143.86,0.381,0.594,-5.97,0.0486,0.348,0.0925,0.273,False
7629,Selena Gomez,Back To You,210240,1,6,102.036,0.6,0.683,-6.271,0.0493,0.0984,0.11,0.494,False
7630,Alice Merton,Vertigo,2250,1,5,134.981,0.63,0.884,-4.292,0.0489,0.00103,0.268,0.637,False
7631,Liza Anne,Paranoia,188160,6,4,94.997,0.582,0.775,-4.545,0.0301,0.0629,0.0983,0.613,False
7632,Oceans,Icarus,246000,2,7,94.013,0.483,0.967,-4.33,0.134,0.00113,0.349,0.234,False
7633,FUR,Love Song for No One,193706,1,0,98.734,0.375,0.195,-9.592,0.0299,0.9,0.104,0.17,False
7634,Death By Unga Bunga,My Buddy and Me,193786,1,11,140.024,0.471,0.651,-6.904,0.0364,0.000213,0.24,0.501,False
7635,Roo Panes,The Original,176080,2,2,76.175,0.581,0.252,-11.649,0.0313,0.807,0.106,0.462,False
7636,Christina Grimmie,Think of You,225786,2,3,144.685,0.441,0.387,-7.546,0.0291,0.706,0.108,0.395,False
7637,Britney Spears,Swimming In The Stars,34680,1,1,139.824,0.496,0.825,-5.251,0.0673,0.00105,0.0809,0.521,False
7638,Jinsang,Genesis,84365,2,10,89.797,0.671,0.229,-15.753,0.0301,0.525,0.0941,0.639,False
7639,Imagine Dragons,Bad Liar,260773,1,3,177.913,0.383,0.637,-6.993,0.0703,0.0722,0.368,0.0827,False
7640,Cilver,Frozen,289986,1,10,161.217,0.314,0.932,-3.106,0.152,0.109,0.115,0.202,False
7641,Christina Perri,A Thousand Years,285120,5,10,139.028,0.421,0.407,-7.445,0.0267,0.309,0.11,0.161,False
7642,Blood Command,March of the Swan Elite,78364,15,2,164.94,0.198,0.929,-3.134,0.162,1.65e-06,0.126,0.301,False
7643,Adam Townsend,My Name,199213,2,9,74.395,0.419,0.671,-5.268,0.0524,0.0153,0.0773,0.612,False
7644,Florence + The Machine,Dog Days Are Over,251840,2,7,149.954,0.492,0.81,-5.315,0.0847,0.0416,0.117,0.245,False
7645,Alyssa Bernal,Just Give Me A Reason,247614,7,6,94.971,0.688,0.342,-5.508,0.0289,0.785,0.179,0.495,False
7646,Robbie Williams,Can't Stop Christmas,406814,1,1,164.001,0.433,0.708,-7.498,0.0301,0.0371,0.0996,0.612,False
7647,Dorothy,Down To The Bottom,152468,8,11,87.467,0.613,0.608,-5.429,0.0263,0.0147,0.245,0.523,False
7648,Every Avenue,Tell Me I'm A Wreck,219973,14,5,127.904,0.578,0.76,-2.307,0.0329,0.00188,0.142,0.7,False
7649,Danny Farrant,Hey Boy in the Pines,7616,1,11,100.43,0.417,0.274,-9.191,0.0298,0.709,0.154,0.166,False
7650,Local Natives,You & I,261760,6,2,94.97,0.442,0.866,-7.916,0.0567,0.545,0.0976,0.32,False
7651,James Gillespie,Rescue Me,196026,1,10,80.919,0.56,0.712,-7.862,0.0574,0.355,0.212,0.375,False
7652,WSTR,Eastbound & Down,208179,6,9,85.151,0.368,0.982,-3.202,0.129,2.84e-05,0.124,0.272,False
7653,USS (Ubiquitous Synergy Seeker),Alien,206960,2,2,173.984,0.466,0.943,-3.696,0.0581,0.00748,0.253,0.366,False
7654,Rendezvous Point,Apollo,332533,2,7,123.87,0.42,0.746,-7.67,0.0605,0.0343,0.121,0.103,False
7655,Eyes Set To Kill,Find Our Way,209497,3,5,110.049,0.578,0.826,-7.537,0.0405,2.16e-05,0.188,0.376,False
7656,Cast of Zoey’s Extraordinary Playlist,I Want You to Want Me,167200,1,4,177.911,0.525,0.461,-6.48,0.062,0.324,0.101,0.0629,False
7657,Pagan,Il Malocchio Si Chude,202120,13,2,122.12,0.348,0.89,-3.39,0.0506,7.08e-05,0.259,0.278,False
7658,BØRNS,"10,000 Emerald Pools",174693,12,6,139.951,0.568,0.578,-5.589,0.0404,0.00694,0.099,0.555,False
7659,Caskets,Glass Heart,224421,5,6,164.072,0.412,0.958,-5.432,0.0997,0.000225,0.119,0.341,False
7660,Bombay Bicycle Club,Luna,190866,7,5,121.999,0.589,0.919,-5.41,0.0516,0.0311,0.154,0.394,False
7661,Dramarama,"Anything, Anything (I'll Give You) - Live at the China Club",228360,1,0,121.903,0.448,0.813,-10.19,0.057,0.000486,0.846,0.235,False
7662,blackbear,wish u the best,154452,2,2,114.991,0.802,0.495,-6.154,0.188,0.0232,0.0933,0.47,False
7663,Arch Enemy,Christopher Solo - Live,4750,1,0,132.482,0.193,0.802,-7.481,0.0461,0.000864,0.699,0.266,False
7664,Tech N9ne,No Reason (The Mosh Pit Song),239411,1,8,105.937,0.757,0.772,-5.081,0.0577,0.152,0.559,0.218,False
7665,Noah Cyrus,Make Me (Cry),242081,1,0,152.881,0.588,0.471,-7.287,0.0577,0.592,0.0733,0.209,False
7666,Lena Katina,The Best of You (Live),15450,1,1,122.856,0.395,0.493,-10.328,0.128,0.48,0.0877,0.163,False
7667,Puddle Of Mudd,Drift And Die,265066,16,11,96.073,0.434,0.845,-4.316,0.0352,0.00554,0.11,0.332,False
7668,Owl City,Hello Seattle,167186,3,5,118.995,0.616,0.744,-4.682,0.0283,0.00223,0.158,0.74,False
7669,Carly Rae Jepsen,Gimmie Love,202226,2,5,109.544,0.694,0.802,-4.948,0.0541,0.114,0.152,0.513,False
7670,Cosmicism,The Truth,266710,4,8,104.985,0.522,0.427,-9.817,0.0869,0.0444,0.0972,0.0942,False
7671,Nine Lashes,Get Back,185720,2,5,126.024,0.581,0.888,-4.305,0.0385,0.000613,0.563,0.899,False
7672,Noel Gallagher's High Flying Birds,Riverman,341733,2,3,172.077,0.388,0.862,-3.763,0.0372,0.0503,0.527,0.525,False
7673,Asking Alexandria,Vultures,208441,1,1,170.437,0.394,0.694,-5.58,0.0428,0.169,0.0992,0.403,False
7674,Kygo,Stole the Show,222801,7,8,99.879,0.679,0.662,-6.069,0.174,0.155,0.152,0.438,False
7675,Louna,S.N.U.F.F. - Live,253853,1,11,129.992,0.559,0.956,-5.303,0.113,0.00852,0.699,0.19,False
7676,Memphis May Fire,No Ordinary Love,14117,7,9,140.058,0.38,0.993,-2.374,0.155,0.000651,0.0797,0.214,False
7677,UNWELL,Fast Car,230253,1,11,196.929,0.416,0.985,-3.865,0.193,0.000211,0.083,0.504,False
7678,Grouplove,Remember That Night - SAINT WKND Remix,168750,1,7,123.965,0.68,0.711,-4.081,0.0382,0.055,0.737,0.237,False
7679,Simon & Garfunkel,The Only Living Boy in New York,476845,1,11,76.963,0.411,0.381,-12.361,0.0286,0.13,0.132,0.524,False
7680,Kalidia,Frozen Throne,293253,2,7,140.043,0.455,0.955,-5.364,0.0851,0.0011,0.106,0.248,False
7681,The Neighbourhood,Beautiful Oblivion (feat. IDK),263360,1,1,97.518,0.484,0.492,-8.656,0.319,0.206,0.344,0.244,False
7682,Emerald Royce,Where Was I,191000,3,6,185.917,0.478,0.736,-5.959,0.143,0.01,0.294,0.542,False
7683,Waterflame,Glorious Morning,112143,4,11,75.974,0.552,0.713,-14.311,0.0978,0.43,0.0658,0.236,False
7684,A Perfect Circle,When The Levee Breaks,355320,3,8,148.086,0.627,0.495,-8.479,0.0282,0.0108,0.0849,0.27,False
7685,Gardiner Sisters,Disney Love Song Medley,266228,1,10,134.218,0.469,0.257,-7.769,0.0365,0.703,0.161,0.45,False
7686,Weezer,Undone - The Sweater Song,304986,59,6,80.128,0.45,0.652,-5.541,0.0276,0.00556,0.0933,0.514,False
7687,Adelitas Way,What It Takes,189149,7,8,174.144,0.517,0.88,-4.092,0.0776,0.00135,0.092,0.612,False
7688,Alexis Krauss,War Cry - from DC's Dark Nights: Metal Soundtrack,216638,4,0,136.988,0.543,0.937,-2.431,0.0562,5.8e-05,0.341,0.375,False
7689,Famous Last Words,Scream,182765,9,6,179.815,0.391,0.97,-3.052,0.386,0.00367,0.412,0.338,False
7690,The Dave Brubeck Quartet,Unsquare Dance,119698,1,7,116.868,0.65,0.496,-13.869,0.115,0.0723,0.119,0.615,False
7691,The Barden Bellas,"Kennedy Center Performance - From ""Pitch Perfect 2"" Soundtrack",147292,12,2,130.064,0.598,0.828,-4.18,0.0798,0.643,0.763,0.743,False
7692,Agnes Obel,The Curse - Live,404344,2,0,189.773,0.436,0.157,-15.938,0.0346,0.886,0.0993,0.313,False
7693,AViVA,BLAME IT ON THE KIDS,196340,3,6,133.019,0.719,0.441,-6.266,0.172,0.359,0.163,0.504,False
7694,Maluma,Hawái,79500,1,6,180.067,0.783,0.727,-3.454,0.389,0.185,0.0626,0.558,False
7695,USS (Ubiquitous Synergy Seeker),Hydrogenuine,235013,2,6,84.962,0.427,0.879,-5.141,0.0513,0.000625,0.09,0.393,False
7696,Message To Bears,Daylight Goodbye,350526,1,1,113.963,0.302,0.311,-14.009,0.0349,0.793,0.106,0.0396,False
7697,Finger Eleven,Paralyzer - Live,214560,1,11,105.926,0.485,0.934,-4.985,0.0535,0.0248,0.979,0.487,False
7698,Arch Leaves,Nowhere to Go - Instrumental,218932,3,5,87.258,0.455,0.608,-7.257,0.0299,0.0223,0.0878,0.393,False
7699,Porno for Pyros,Tahitian Moon,227160,2,7,136.757,0.374,0.716,-8.656,0.034,0.000285,0.195,0.35,False
7700,Koda,I Don't,171452,2,9,78.504,0.24,0.105,-12.698,0.0353,0.827,0.141,0.0789,False
7701,Halsey,Young God,180088,4,9,119.868,0.449,0.599,-6.509,0.0405,0.324,0.114,0.198,False
7702,Missy Elliott,Get Ur Freak On,211042,1,0,177.87,0.797,0.75,-9.369,0.247,0.533,0.095,0.74,False
7703,Arch Enemy,We Will Rise - live in Paris 2004,255813,2,10,114.096,0.416,0.99,-4.57,0.074,2.19e-06,0.43,0.342,False
7704,Dunderbeist,Stormen,146784,2,0,163.988,0.366,0.912,-9.335,0.0677,0.00293,0.117,0.301,False
7705,TOOL,Invincible,764456,6,9,87.477,0.459,0.567,-9.133,0.0571,0.00989,0.109,0.389,False
7706,Voctave,Disney Fly Medley,220146,1,5,112.42,0.368,0.239,-12.863,0.0426,0.965,0.132,0.331,False
7707,Motion City Soundtrack,Everything Is Alright,207633,13,8,160.987,0.435,0.95,-3.869,0.106,0.000494,0.317,0.457,False
7708,にこりんぱな (矢澤にこ (CV.徳井青空)、星空 凛 (CV.飯田里穂)、小泉花陽 (CV.久保ユリカ)),after school NAVIGATORS,60215,6,1,100.019,0.563,0.971,-1.614,0.071,0.0034,0.0839,0.398,False
7709,Milk Teeth,Destroyer,246880,5,10,89.98,0.481,0.78,-5.103,0.0332,0.00122,0.205,0.284,False
7710,Christina Grimmie,Anybody's You,222853,1,10,91.126,0.519,0.478,-8.8,0.083,0.128,0.0559,0.0602,False
7711,Bea Miller,it's not u it's me,194525,4,0,150.901,0.776,0.568,-6.419,0.125,0.0204,0.078,0.749,False
7712,O.A.R.,Miss You All the Time,193760,4,2,76.874,0.589,0.603,-5.517,0.0435,0.165,0.0687,0.456,False
7713,Kelly Clarkson,Stronger (What Doesn't Kill You),221946,8,0,116.044,0.562,0.939,-4.282,0.0475,0.046,0.112,0.684,False
7714,Wage War,Me Against Myself,237346,2,1,90.079,0.487,0.958,-3.373,0.152,0.000179,0.111,0.694,False
7715,Amber Run,Spark,229106,8,8,124.989,0.53,0.767,-6.595,0.0444,0.0165,0.0634,0.236,False
7716,Journey,Wheel in the Sky,252240,3,2,105.184,0.442,0.745,-8.623,0.0741,0.084,0.136,0.368,False
7717,Five For Fighting,Superman (It's Not Easy),221693,6,0,102.089,0.382,0.416,-9.303,0.0302,0.0733,0.0719,0.125,False
7718,machineheart,Speak in Tongues,233265,2,0,113.999,0.6,0.78,-6.028,0.0326,0.0174,0.23,0.741,False
7719,Atlas Genius,Molecules - Single Version,249266,5,1,117.028,0.542,0.81,-4.822,0.044,0.000442,0.195,0.513,False
7720,Grouplove,Heart of Mine,196053,2,6,151.05,0.331,0.823,-2.863,0.0479,0.00178,0.0999,0.461,False
7721,Phoebe Bridgers,Killer + The Sound,475186,4,0,127.362,0.397,0.0998,-15.431,0.0371,0.982,0.1,0.105,False
7722,Incubus,Into The Summer,257675,5,9,115.004,0.618,0.759,-5.914,0.0407,0.00543,0.344,0.531,False
7723,LANDMVRKS,Rainfall,194501,1,7,136.611,0.247,0.981,-3.973,0.0964,9.38e-05,0.398,0.193,False
7724,The Animal In Me,Underdog,239836,24,2,137.988,0.486,0.966,-4.415,0.0464,2e-05,0.346,0.39,False
7725,Baby Ariel,wildside,167072,2,10,82.065,0.641,0.452,-9.815,0.0611,0.255,0.281,0.514,False
7726,Angus & Julia Stone,All This Love - Live From Spotify Berlin,0,1,0,131.742,0.707,0.303,-17.744,0.0404,0.215,0.712,0.177,False
7727,Billie Marten,La Lune,188426,2,2,158.786,0.337,0.338,-12.073,0.0364,0.878,0.116,0.0958,False
7728,Shrezzers,Mystery,208758,1,4,145.011,0.401,0.97,-2.351,0.117,0.000211,0.385,0.207,False
7729,Hayley Williams,Dead Horse,199412,5,7,90.014,0.737,0.787,-4.587,0.0525,0.121,0.114,0.59,False
7730,Boyish,Superstar,172117,1,3,111.026,0.662,0.629,-7.879,0.0262,0.313,0.219,0.503,False
7731,Fleetwood Mac,The Chain - 2004 Remaster,270213,4,9,151.553,0.545,0.67,-8.81,0.0496,0.009,0.0451,0.481,False
7732,Adam Levine,Lost Stars,267933,2,0,82.071,0.498,0.583,-4.762,0.0274,0.105,0.0698,0.4,False
7733,HANABIE.,We love sweets,159519,1,2,159.746,0.271,0.914,-4.083,0.231,0.000141,0.278,0.467,False
7734,7 Seconds,Escape and Run,144521,1,7,88.974,0.294,0.631,-10.756,0.037,0.00376,0.143,0.461,False
7735,Too Close To Touch,The Art of Eye Contact,3711,1,10,122.119,0.485,0.886,-4.388,0.0842,0.347,0.376,0.258,False
7736,Dinosaur Pile-Up,11:11,244677,9,1,94.963,0.569,0.8,-6.539,0.0597,0.000998,0.685,0.84,False
7737,Florence + The Machine,You've Got The Love,168666,10,6,109.999,0.574,0.704,-4.72,0.0319,0.00455,0.107,0.368,False
7738,Sheryl Crow,All I Wanna Do,272106,4,9,120.091,0.82,0.528,-11.179,0.0321,0.111,0.257,0.931,False
7739,Sex Bob-Omb,Threshold,107280,2,2,166.429,0.405,0.906,-3.929,0.091,0.175,0.319,0.572,False
7740,L.S. Dunes,Permanent Rebellion,193976,2,1,176.924,0.355,0.989,-2.752,0.0539,4.1e-06,0.455,0.231,False
7741,Crown Lands,Leadfoot,209106,1,10,164.042,0.312,0.806,-5.35,0.0352,0.000385,0.093,0.0799,False
7742,BLOSSOM DEARIE,Manhattan,259706,1,8,102.662,0.413,0.0342,-26.111,0.0402,0.952,0.127,0.177,False
7743,Zella Day,Sweet Ophelia - Digster Live Session,223746,1,4,86.88,0.479,0.278,-9.461,0.029,0.792,0.102,0.158,False
7744,Steve Angello,Wasted Love (feat. Dougy),209531,5,10,128.015,0.539,0.936,-3.803,0.112,0.475,0.106,0.225,False
7745,BØRNS,Fool,218320,13,11,124.999,0.675,0.8,-4.58,0.0324,0.002,0.0861,0.889,False
7746,Letters from the Fire,Better Than Here,221599,1,2,146.128,0.418,0.863,-5.406,0.0453,9.51e-05,0.111,0.186,False
7747,Issues,Mad At Myself,218345,4,1,134.953,0.556,0.987,-3.118,0.108,0.00128,0.094,0.492,False
7748,No Resolve,Never Back Down,70,3,11,139.91,0.357,0.926,-3.872,0.155,7.14e-05,0.378,0.306,False
7749,BAUM,Fuckboy,117132,1,9,125.051,0.664,0.756,-3.9,0.0438,0.171,0.121,0.644,False
7750,Talos,This Is Us Colliding,234400,8,9,120.592,0.401,0.462,-8.231,0.0355,0.294,0.113,0.142,False
7751,Icona Pop,We Got the World,195562,7,6,128.055,0.501,0.931,-3.839,0.0754,0.00156,0.186,0.376,False
7752,imugi 이무기,Greensmoke,230659,1,9,127.039,0.73,0.474,-7.119,0.0559,0.239,0.232,0.507,False
7753,Barenaked Ladies,One Week,169760,4,9,112.845,0.702,0.898,-6.003,0.0373,0.00854,0.0917,0.731,False
7754,Christian French,i think too much,202779,4,7,92.025,0.675,0.695,-7.859,0.0753,0.00383,0.0637,0.662,False
7755,Citizen Soldier,Found,200500,2,7,148.024,0.451,0.771,-7.1,0.0594,0.000976,0.0834,0.248,False
7756,Lenny Kravitz,Are You Gonna Go My Way,211933,3,11,129.269,0.619,0.67,-10.322,0.0353,0.00165,0.331,0.777,False
7757,Ai Mori,Тройничок,185250,3,2,159.782,0.545,0.828,-3.168,0.0804,0.0812,0.498,0.242,False
7758,The Animal In Me,Better off Dead,3480,10,11,103.522,0.277,0.94,-4.402,0.119,1.35e-05,0.0961,0.539,False
7759,shYbeast,Middle of Love - Acoustic,173114,2,8,121.849,0.594,0.351,-11.095,0.0305,0.816,0.168,0.405,False
